24 	9.4514e-07 	9.95043e-07 	7.57e-07 	1.0586e-05 	
32 	1.30411e-06 	9.02057e-07 	1.108e-06 	1.0121e-05 	
48 	2.56838e-06 	9.9309e-07 	2.367e-06 	1.1445e-05 	
64 	5.17908e-06 	9.04391e-07 	4.984e-06 	1.4055e-05 	
96 	1.10982e-05 	1.32241e-06 	1.0518e-05 	2.002e-05 	
128 	2.18515e-05 	2.28796e-06 	2.1475e-05 	4.3862e-05 	
192 	4.67472e-05 	5.06529e-06 	4.5603e-05 	9.4535e-05 	
256 	9.3874e-05 	1.95448e-05 	8.0552e-05 	0.000135355 	
384 	0.00019413 	2.58791e-05 	0.000174477 	0.000305157 	
512 	0.000644856 	5.43126e-05 	0.000613365 	0.00102382 	
768 	0.000923565 	0.000110119 	0.000854338 	0.0016359 	
1024 	0.0026685 	0.000120058 	0.00260139 	0.00355212 	
1536 	0.00342372 	0.000108958 	0.00332796 	0.0038554 	
2048 	0.0131278 	0.000675291 	0.0128324 	0.0189904 	
3072 	0.0135846 	0.000950253 	0.0130864 	0.0222598 	
4096 	0.0255592 	0.0018702 	0.0247357 	0.0422858 	
