24 	8.8848e-07 	8.86422e-07 	7.34e-07 	9.534e-06 	
32 	1.28442e-06 	8.95653e-07 	1.123e-06 	1.0067e-05 	
48 	2.57355e-06 	8.93775e-07 	2.371e-06 	1.1395e-05 	
64 	4.39158e-06 	9.56961e-07 	4.168e-06 	1.3572e-05 	
96 	9.45241e-06 	9.0054e-07 	9.293e-06 	1.8247e-05 	
128 	1.69276e-05 	1.78223e-06 	1.6478e-05 	2.6689e-05 	
192 	3.77282e-05 	2.01941e-06 	3.7304e-05 	5.5477e-05 	
256 	7.4824e-05 	1.50842e-05 	6.5768e-05 	0.000119759 	
384 	0.000160434 	2.25229e-05 	0.000148152 	0.000246107 	
512 	0.000269395 	1.83643e-05 	0.000262867 	0.000391425 	
768 	0.00067979 	8.34313e-05 	0.000638596 	0.00111306 	
1024 	0.00115217 	0.000100754 	0.00110091 	0.00167492 	
1536 	0.00256261 	0.000118423 	0.00249984 	0.00329602 	
2048 	0.00452136 	0.000143083 	0.00446478 	0.00536742 	
3072 	0.0104517 	0.000217201 	0.010352 	0.0118461 	
4096 	0.0189377 	0.00035674 	0.0185695 	0.0212091 	
