24 	7.7855e-07 	1.26995e-07 	7.25e-07 	1.733e-06 	
32 	1.36719e-06 	9.9616e-07 	1.098e-06 	1.0113e-05 	
48 	2.58832e-06 	1.00734e-06 	2.38e-06 	1.1498e-05 	
64 	5.17119e-06 	9.31843e-07 	4.978e-06 	1.4317e-05 	
96 	1.06667e-05 	9.82975e-07 	1.0498e-05 	2.0186e-05 	
128 	2.02981e-05 	3.12878e-06 	1.9832e-05 	5.0941e-05 	
192 	4.96104e-05 	8.23553e-06 	4.5593e-05 	8.9575e-05 	
256 	8.85736e-05 	1.50305e-05 	8.045e-05 	0.000170302 	
384 	0.000188043 	2.53675e-05 	0.00017593 	0.00030241 	
512 	0.000386812 	6.83694e-05 	0.000347645 	0.000657683 	
768 	0.000877971 	9.15795e-05 	0.000837793 	0.00151571 	
1024 	0.00164616 	0.000181004 	0.0015387 	0.00239127 	
1536 	0.0034885 	0.000212944 	0.00334487 	0.00500629 	
2048 	0.00629893 	0.000554287 	0.00605451 	0.0109892 	
3072 	0.0138911 	0.001149 	0.0131955 	0.0232371 	
4096 	0.0260931 	0.00218932 	0.0248468 	0.0448859 	
