24 	1.93093e-06 	1.25037e-06 	1.678e-06 	1.4307e-05 	
32 	3.31116e-06 	1.25547e-06 	3.116e-06 	1.5797e-05 	
48 	6.69334e-06 	1.27872e-06 	6.38e-06 	1.9251e-05 	
64 	1.15735e-05 	1.33113e-06 	1.1278e-05 	2.4612e-05 	
96 	2.57275e-05 	1.9173e-06 	2.5241e-05 	3.8753e-05 	
128 	4.52633e-05 	1.50434e-06 	4.4901e-05 	5.9288e-05 	
192 	0.000113672 	1.43369e-05 	0.00010148 	0.00017012 	
256 	0.000203304 	2.9782e-05 	0.000180421 	0.000310847 	
384 	0.000428458 	4.29036e-05 	0.00040685 	0.000657193 	
512 	0.000777909 	7.46296e-05 	0.000733821 	0.0011975 	
768 	0.00176893 	0.00012995 	0.0016697 	0.00246139 	
1024 	0.00313245 	0.000178921 	0.00297766 	0.00438427 	
1536 	0.00701533 	0.000527201 	0.00670697 	0.0102624 	
2048 	0.0124885 	0.000756745 	0.0119387 	0.0182489 	
3072 	0.0280333 	0.00169416 	0.0269163 	0.041383 	
4096 	0.050033 	0.00279265 	0.0478154 	0.073584 	
