24 	1.0554e-06 	8.69964e-07 	7.44e-07 	9.58e-06 	
32 	1.34883e-06 	9.49974e-07 	1.113e-06 	1.0406e-05 	
48 	2.60028e-06 	1.09433e-06 	2.373e-06 	1.274e-05 	
64 	4.39755e-06 	1.20302e-06 	4.161e-06 	1.5314e-05 	
96 	9.60406e-06 	1.47525e-06 	9.34e-06 	2.3002e-05 	
128 	1.68234e-05 	1.44195e-06 	1.658e-05 	2.9438e-05 	
192 	4.17428e-05 	8.56042e-06 	3.7495e-05 	7.073e-05 	
256 	8.28811e-05 	1.78388e-05 	6.6033e-05 	0.000154297 	
384 	0.000160339 	2.44257e-05 	0.000149145 	0.000259585 	
512 	0.000280492 	3.29869e-05 	0.000265456 	0.000462632 	
768 	0.000682859 	6.16242e-05 	0.000645284 	0.00106241 	
1024 	0.00114799 	5.9877e-05 	0.00111038 	0.00143908 	
1536 	0.00264031 	0.000192264 	0.00251205 	0.00357325 	
2048 	0.00467974 	0.000342736 	0.00449186 	0.00685372 	
3072 	0.0110454 	0.000550349 	0.0104203 	0.0131553 	
4096 	0.0198813 	0.000745629 	0.0186464 	0.0221179 	
