24 	1.88921e-06 	1.23975e-06 	1.624e-06 	1.4183e-05 	
32 	3.21456e-06 	1.77063e-06 	2.823e-06 	1.5668e-05 	
48 	6.67694e-06 	1.79528e-06 	6.277e-06 	1.9262e-05 	
64 	1.33221e-05 	2.04995e-06 	1.2173e-05 	2.5747e-05 	
96 	2.83858e-05 	1.52716e-07 	2.8077e-05 	2.8836e-05 	
128 	5.02699e-05 	7.68579e-07 	4.9842e-05 	5.6606e-05 	
192 	0.000108465 	8.61698e-06 	0.000102988 	0.000144689 	
256 	0.00019213 	1.05621e-05 	0.000186145 	0.000241896 	
384 	0.000429069 	2.43786e-05 	0.000417053 	0.000535093 	
512 	0.000764136 	4.1658e-05 	0.000731527 	0.000934373 	
768 	0.00171169 	5.34414e-05 	0.0016755 	0.00196913 	
1024 	0.00310603 	0.000117257 	0.00298336 	0.00348494 	
1536 	0.00687773 	0.000236763 	0.00668407 	0.00765447 	
2048 	0.0123963 	0.000424139 	0.0119866 	0.0132342 	
3072 	0.0290974 	0.00111956 	0.0278517 	0.0339519 	
4096 	0.0514567 	0.00155807 	0.0494095 	0.0536641 	
